Algorithm Impl Scenario Iteration TimeBin Throughput Delay
fidelity/reno ccp_netlink drop 0 20.649 46844586.66666667 2.1312741312741315
fidelity/reno ccp_netlink drop 0 20.727 44117333.333333336 1.8498293515358362
fidelity/reno ccp_netlink drop 0 20.809 43956906.66666667 2.010869565217391
fidelity/reno ccp_netlink drop 0 20.889 38502400.0 1.490909090909091
fidelity/reno ccp_netlink drop 0 20.966 20695040.0 1.8197424892703862
fidelity/reno ccp_netlink drop 0 21.042 25026560.0 1.8074074074074074
fidelity/reno ccp_netlink drop 0 21.118 22620160.0 1.2375
fidelity/reno ccp_netlink drop 0 21.194 24545280.0 1.528169014084507
fidelity/reno ccp_netlink drop 0 21.272 27272533.333333336 1.5584415584415585
fidelity/reno ccp_netlink drop 0 21.354 27112106.666666668 1.4269005847953216
fidelity/reno ccp_netlink drop 0 21.431 33208320.0 1.8235294117647058
fidelity/reno ccp_netlink drop 0 21.519 17807360.0 1.4471153846153846
fidelity/reno ccp_netlink drop 0 21.596 19251200.0 1.125
fidelity/reno ccp_netlink drop 0 21.675 16844800.0 1.2066115702479339
fidelity/reno ccp_netlink drop 0 21.751 20374186.666666668 1.2358490566037736
fidelity/reno ccp_netlink drop 0 21.828 21497173.333333336 1.3203125
fidelity/reno ccp_netlink drop 0 21.904 22780586.666666668 1.7185185185185186
fidelity/reno ccp_netlink drop 0 21.991 24384853.333333336 1.4755244755244756
fidelity/reno ccp_netlink drop 0 22.073 24866133.333333336 1.5555555555555556
fidelity/reno ccp_netlink drop 0 22.149 28395520.0 1.455128205128205
fidelity/reno ccp_netlink drop 0 22.227 24545280.0 1.702247191011236
fidelity/reno ccp_netlink drop 0 22.309 30160213.333333336 1.2597402597402598
fidelity/reno ccp_netlink drop 0 22.387 31443626.666666668 1.7724867724867726
fidelity/reno ccp_netlink drop 0 22.463 30320640.0 1.5691489361702127
fidelity/reno ccp_netlink drop 0 22.544 31764480.0 1.8693467336683418
fidelity/reno ccp_netlink drop 0 22.62 35293866.66666667 1.864321608040201
fidelity/reno ccp_netlink drop 0 22.698 34010453.333333336 1.6470588235294117
fidelity/reno ccp_netlink drop 0 22.775 33850026.66666667 1.3413461538461537
fidelity/reno ccp_netlink drop 0 22.858 39144106.66666667 1.631336405529954
fidelity/reno ccp_netlink drop 0 22.936 35935573.333333336 1.7673469387755103
fidelity/reno ccp_netlink drop 0 23.012 39946240.0 1.5821596244131455
fidelity/reno ccp_netlink drop 0 23.089 42673493.333333336 1.5763358778625953
fidelity/reno ccp_netlink drop 0 23.164 36416853.333333336 1.6309012875536482
fidelity/reno ccp_netlink drop 0 23.244 43154773.333333336 1.881679389312977
fidelity/reno ccp_netlink drop 0 23.321 43956906.66666667 1.7148148148148148
fidelity/reno ccp_netlink drop 0 23.405 24224426.666666668 1.8327272727272728
fidelity/reno ccp_netlink drop 0 23.488 20053333.333333336 1.381578947368421
fidelity/reno ccp_netlink drop 0 23.565 24064000.0 1.5238095238095237
fidelity/reno ccp_netlink drop 0 23.643 26791253.333333336 1.6026490066225165
fidelity/reno ccp_netlink drop 0 23.731 26951680.0 1.7857142857142858
fidelity/reno ccp_netlink drop 0 23.808 31764480.0 1.698224852071006
fidelity/reno ccp_netlink drop 0 23.892 29197653.333333336 1.5427135678391959
fidelity/reno ccp_netlink drop 0 23.969 32887466.666666668 1.6885245901639345
fidelity/reno ccp_netlink drop 0 24.047 32085333.333333336 1.4951456310679612
fidelity/reno ccp_netlink drop 0 24.123 32727040.0 1.308457711442786
fidelity/reno ccp_netlink drop 0 24.199 34331306.66666667 1.745
fidelity/reno ccp_netlink drop 0 24.277 35775146.66666667 1.6636363636363636
fidelity/reno ccp_netlink drop 0 24.356 38502400.0 1.46875
fidelity/reno ccp_netlink drop 0 24.437 37218986.66666667 1.933609958506224
fidelity/reno ccp_netlink drop 0 24.521 40427520.0 1.7553648068669527
fidelity/reno ccp_netlink drop 0 24.6 43956906.66666667 2.316205533596838
fidelity/reno ccp_netlink drop 0 24.678 39304533.333333336 2.4945454545454546
fidelity/reno ccp_netlink drop 0 24.754 45240320.0 1.7899159663865547
fidelity/reno ccp_netlink drop 0 24.831 43154773.333333336 1.6312056737588652
fidelity/reno ccp_netlink drop 0 24.907 43154773.333333336 1.7060931899641576
fidelity/reno ccp_netlink drop 0 24.983 38662826.66666667 1.5814814814814815
fidelity/reno ccp_netlink drop 0 25.067 23422293.333333336 1.5
fidelity/reno ccp_netlink drop 0 25.148 28235093.333333336 2.3469387755102042
fidelity/reno ccp_netlink drop 0 25.231 26470400.0 1.7062146892655368
fidelity/reno ccp_netlink drop 0 25.308 29358080.0 1.7289156626506024
fidelity/reno ccp_netlink drop 0 25.384 29999786.666666668 1.633879781420765
fidelity/reno ccp_netlink drop 0 25.461 27593386.666666668 1.6740331491712708
fidelity/reno ccp_netlink drop 0 25.538 34170880.0 2.0662983425414363
fidelity/reno ccp_netlink drop 0 25.614 33208320.0 1.7692307692307692
fidelity/reno ccp_netlink drop 0 25.693 35133440.0 1.6728971962616823
fidelity/reno ccp_netlink drop 0 25.77 33047893.333333336 1.5185185185185186
fidelity/reno ccp_netlink drop 0 25.849 35614720.0 1.4265402843601895
fidelity/reno ccp_netlink drop 0 25.931 37058560.0 1.704035874439462
