Algorithm Impl Scenario IterationX IterationY Time Cwnd
fidelity/cubic ccp_netlink fixed 0 0 1.904860643 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.9100535679999997 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.9117768309999998 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.920461943 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.922519379 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.9312583259999998 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.9350476279999997 171.0
fidelity/cubic ccp_netlink fixed 0 0 1.9486595609999997 172.0
fidelity/cubic ccp_netlink fixed 0 0 1.95164586 172.0
fidelity/cubic ccp_netlink fixed 0 0 1.9663236499999999 172.0
fidelity/cubic ccp_netlink fixed 0 0 1.985909384 172.0
fidelity/cubic ccp_netlink fixed 0 0 1.9859271109999999 172.0
fidelity/cubic ccp_netlink fixed 0 0 1.9878071179999999 173.0
fidelity/cubic ccp_netlink fixed 0 0 1.9928775890000001 173.0
fidelity/cubic ccp_netlink fixed 0 0 1.9965315959999999 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.000485668 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.009492855 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.009521817 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.0095495000000003 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.011480923 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.011583829 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.02820409 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.029642561 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.033680698 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.0336900250000003 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.0337134420000003 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.033728581 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.039774783 173.0
fidelity/cubic ccp_netlink fixed 0 0 2.04355753 174.0
fidelity/cubic ccp_netlink fixed 0 0 2.062082765 174.0
fidelity/cubic ccp_netlink fixed 0 0 2.083850683 174.0
fidelity/cubic ccp_netlink fixed 0 0 2.084524552 174.0
fidelity/cubic ccp_netlink fixed 0 0 2.1027831750000003 175.0
fidelity/cubic ccp_netlink fixed 0 0 2.1081821720000002 175.0
